unique_video_id,filename,Number_of_vertice,Number_of_edge,in_degree,out_degree,betweenness,density,transitivity,reciprocity,constraint,Number_of_topics,Content_type,Verified_status,Number_of_thumbs,Number_of_transmits,Number_of_comments,Followee,Follower,Publisher,Government_account,Unnamed: 12,Video_duration,Publish_date,Number_of_views,Video_length,nowtime,Published_days
261,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/受气候变化影响 赤道附近国家喀麦隆出现下雪奇景.csv.csv,2144,6572,2143,2143,4583979,0.0014303772783307,0.0022648290406013,0.674603174603175,0.997623467057375,20,2,1,14000,3933,2910,12,418000,CGTN,1,https://www.bilibili.com/video/BV1of4y1J7hB?from=search&seid=6075194328091201621,00:00:45,2021-09-14 12:33:45,437000,45,2022-01-09 14:08:02.086693,117
262,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/水城没水了？威尼斯遇罕见“低潮”  游船搁浅，部分河床干涸.csv.csv,1031,3135,1030,1030,1056696,0.0029521719887374,0.0046167478954364,0.68224,0.996302041623758,13,2,1,7025,464,1378,33,382000,环球网,1,https://www.bilibili.com/video/BV1G5411K7nA?from=search&seid=6075194328091201621,00:00:43,2021-03-04 09:52:22,329000,43,2022-01-09 14:08:02.086693,311
263,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/司马南：纽约时报气候问题上找茬儿，外星人袭击美国，中俄态度若何？.csv.csv,295,876,294,294,85792,0.0101003113109651,0.014214400541501,0.684210526315789,0.988456808456452,1,3,1,4107,41,306,51,2047000,司马南,1,https://www.bilibili.com/video/BV1mF411a74e?from=search&seid=6075194328091201621,00:20:26,2021-11-05 13:20:31,50000,1226,2022-01-09 14:08:02.086693,65
264,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/宋鸿兵：大唐盛世要回来了吗？降水北移 青藏高原“功率”异常增强.csv.csv,97,283,96,96,8906,0.0303908934707904,0.049079754601227,0.742857142857143,0.978723319074298,2,2,1,1362,118,220,3,67000,宋鸿兵观天下,2,https://www.bilibili.com/video/BV1Hv411379s?from=search&seid=6075194328091201621,00:03:24,2021-10-15 17:05:05,51000,204,2022-01-09 14:08:02.086693,85
265,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/太疯狂！环保人士大闹伦敦机场 竟有人爬上飞机躺下.csv.csv,811,2420,810,810,653676,0.0036839140825988,0.0046260824589066,0.669424906909392,0.994720056014258,2,3,1,4182,159,937,12,2129000,小央视频,1,https://www.bilibili.com/video/BV1mE411o7jP?from=search&seid=6075194328091201621,00:01:20,2019-10-11 15:01:20,101000,80,2022-01-09 14:08:02.086693,820
266,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/滔天洪水席卷西欧致70死上千人失踪 德国大爷直言：惨状堪比二战.csv.csv,688,2186,687,687,462370.5,0.0046249280660776,0.008566616766467,0.67741935483871,0.994841861432141,19,2,1,4054,521,1217,30,297000,青蜂侠-Bee,1,https://www.bilibili.com/video/BV1Fq4y1W715?from=search&seid=6075194328091201621,00:01:15,2021-07-16 08:37:32,124000,75,2022-01-09 14:08:02.086693,177
267,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/特朗普如何看气候变化？“气温自然会下降 等着看吧”.csv.csv,263,782,262,262,67865,0.01134879400923,0.0136841160096974,0.670951156812339,0.984571339272201,6,1,1,2274,42,292,12,2129000,小央视频,1,https://www.bilibili.com/video/BV1bv41117PS?from=search&seid=6075194328091201621,00:00:27,2020-09-15 12:22:37,24000,27,2022-01-09 14:08:02.086693,481
268,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/特朗普谈气候变化走题：美国拥有最纯净的空气和最洁净的水.csv.csv,342,1011,341,341,115281,0.0086690332870298,0.0125230445088228,0.680680680680681,0.988047202269496,2,1,1,2266,116,1020,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1Ht411Q7FY?from=search&seid=6075194328091201621,00:01:04,2018-12-04 21:01:31,78000,64,2022-01-09 14:08:02.086693,1131
269,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/特鲁多演讲被打断N次：我的个乖乖！.csv.csv,774,2317,773,773,595204,0.0038726261988093,0.0058075112574558,0.676599474145486,0.99472923136297,4,1,1,3265,122,1048,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1pb411q7qP?from=search&seid=6075194328091201621,00:01:33,2019-03-06 12:17:48,133000,93,2022-01-09 14:08:02.086693,1040
270,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/特鲁多与拜登首次会晤，不忘吐槽特朗普.csv.csv,412,1234,411,411,167650,0.0072874589563697,0.0108029018013598,0.669374492282697,0.991842825211664,2,1,1,13000,59,448,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1B5411N7hX?from=search&seid=6075194328091201621,00:00:53,2021-02-24 09:49:02,145000,53,2022-01-09 14:08:02.086693,319
271,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/通贝里的克星？美智库聘德国少女对抗瑞典少女.csv.csv,5909,17903,5908,5908,34891665,0.0005128275344645,0.0006753143015517,0.662891741884846,0.998712416496645,12,3,1,65000,10000,8961,178,1912000,观察者网,1,https://www.bilibili.com/video/BV147411K7RG?from=search&seid=6075194328091201621,00:00:51,2020-02-26 16:14:19,1500000,51,2022-01-09 14:08:02.086693,682
272,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/外媒：全球最大冰山从南极脱离，专家称不会导致海平面上升.csv.csv,1283,3987,1282,1282,1637297,0.0024239940758971,0.0042426358868793,0.671540206705319,0.996885438037653,20,2,1,8527,562,2074,42,7194000,环球网,1,https://www.bilibili.com/video/BV1Ao4y117Jo?from=search&seid=6075194328091201621,00:00:37,2021-05-20 15:40:59,351000,37,2022-01-09 14:08:02.086693,233
273,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/宛如火星！撒哈拉沙尘暴吹到欧洲，白色滑雪胜地变成黄色.csv.csv,1259,3820,1258,1258,1578444,0.0024118871943943,0.0032613312299011,0.667715709415159,0.996789992088925,14,2,1,27000,666,1532,33,382000,观察者网,1,https://www.bilibili.com/video/BV1Fv411v72t?from=search&seid=6075194328091201621,00:00:50,2021-02-07 16:03:04,436000,50,2022-01-09 14:08:02.086693,335
274,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/汪文斌回了美国一组数字.csv.csv,283,847,282,282,78826,0.0106132370999674,0.0165011082833922,0.684023668639053,0.987614139148731,6,1,1,14000,47,329,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1YQ4y1C7xU?from=search&seid=6075194328091201621,00:02:16,2021-09-03 17:33:35,153000,136,2022-01-09 14:08:02.086693,127
275,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/王毅：将根据美国对华态度考虑如何同美方接触.csv.csv,203,605,202,202,40360,0.014753938448032,0.0209949960113134,0.683250414593698,0.980012597295725,1,3,1,4151,22,234,42,7194000,小央视频,1,https://www.bilibili.com/video/BV1rQ4y1h7pB?from=search&seid=6075194328091201621,00:00:45,2021-08-30 11:13:22,34000,45,2022-01-09 14:08:02.086693,132
276,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/为什么欧洲人宁愿热死也不安装空调？背后原因是什么？.csv.csv,333,1023,332,332,109305,0.0092532291327472,0.0125673023700498,0.666666666666667,0.985243650883992,3,2,1,4469,89,464,12,2129000,TOP发现,2,https://www.bilibili.com/video/BV1p54y1777p?from=search&seid=6075194328091201621,00:05:18,2021-08-04 17:18:16,2354000,318,2022-01-09 14:08:02.086693,157
277,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/西北气候越来越湿润，未来西北大部分沙漠戈壁将变成粮仓.csv.csv,438,1339,437,437,189156,0.0069956009738461,0.012424392569671,0.693632958801498,0.993331637651103,12,2,2,2483,113,702,4,5224,三光年_,2,https://www.bilibili.com/video/BV1B64y16787?from=search&seid=6075194328091201621,00:04:06,2021-06-14 19:30:18,119000,246,2022-01-09 14:08:02.086693,208
278,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/西藏：空气如火星般稀薄 湖泊如泰坦般瑰丽 这里是离地表最遥远之地.csv.csv,256,772,255,255,64225,0.0118259803921569,0.0133900218756616,0.668414154652687,0.978931976479117,1,2,2,5815,1227,310,3,159,公路旅人FOX,2,https://www.bilibili.com/video/BV14y4y1r7Rq?from=search&seid=6075194328091201621,00:16:48,2020-10-23 15:23:26,68000,1008,2022-01-09 14:08:02.086693,442
279,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/现场！美记者要求中国特使用英文回答 解振华回应后全场大笑.csv.csv,362,1074,361,361,129173,0.0082184233482805,0.012267248225101,0.684701492537313,0.992380344402015,6,1,1,15000,148,371,24,231000,中国日报,1,https://www.bilibili.com/video/BV14L4y1q7HL?from=search&seid=6075194328091201621,00:02:22,2021-11-09 10:13:37,182000,142,2022-01-09 14:08:02.086693,61
280,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/现场来了！美联社记者要求中国特使用英文回答，得到这样的回应.csv.csv,780,2350,779,779,604795,0.0038675487969454,0.0059303071554867,0.682573498082659,0.995142937504785,16,1,1,39000,358,932,178,1912000,观察者网,1,https://www.bilibili.com/video/BV1Z3411k7CQ?from=search&seid=6075194328091201621,00:01:41,2021-11-09 13:12:41,595000,101,2022-01-09 14:08:02.086693,61
281,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/心酸！因冰川消融饥饿北极熊打劫垃圾车.csv.csv,557,1686,556,556,307379,0.0054441186727458,0.0092835863554915,0.665871121718377,0.992945178380705,12,2,1,13000,213,814,42,7194000,中国日报,1,https://www.bilibili.com/video/BV1Np4y1k7Pa?from=search&seid=6075194328091201621,00:00:54,2020-10-24 11:04:54,153000,54,2022-01-09 14:08:02.086693,442
282,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/心碎！砍伐森林现场，猩猩挥拳猛击推土机.csv.csv,1949,5945,1948,1948,3788639,0.0015658532833665,0.0022513479517304,0.664847347774177,0.996919918023833,19,2,1,15000,521,3336,178,1912000,观察者网,1,https://www.bilibili.com/video/BV1nb411L7nN?from=search&seid=6075194328091201621,00:00:44,2019-04-19 17:38:21,663000,44,2022-01-09 14:08:02.086693,995
283,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/心痛！澳洲考拉面临灭绝！上千只葬身火海.csv.csv,487,1484,486,486,234697,0.0062700163088025,0.0100183342063908,0.657181571815718,0.99210553307893,11,2,1,6913,544,612,42,7194000,央视新闻,1,https://www.bilibili.com/video/BV1BJ41197hL?from=search&seid=6075194328091201621,00:01:19,2019-11-24 16:38:23,169000,79,2022-01-09 14:08:02.086693,776
284,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/研究表明：北美极端高温天气与气候变化相关.csv.csv,184,543,183,183,33103,0.0161261582323592,0.0234527687296417,0.690166975881262,0.981113066601891,5,2,1,2553,29,224,19,7898000,中国日报,1,https://www.bilibili.com/video/BV1GB4y1N7tF?from=search&seid=6075194328091201621,00:02:16,2021-07-09 17:25:36,21000,136,2022-01-09 14:08:02.086693,183
285,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/研究发现：英国是自然资源枯竭最严重的国家之一.csv.csv,181,546,180,180,31870,0.0167587476979742,0.0254753842146392,0.702205882352941,0.979900131493471,7,2,1,4217,31,226,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1Wq4y157GX?from=search&seid=6075194328091201621,00:01:01,2021-10-13 12:21:42,41000,61,2022-01-09 14:08:02.086693,88
286,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/研究发现地球系统存在新的临界点，并触发了5500万年前的极端气候变化.csv.csv,160,490,159,159,24762,0.0192610062893082,0.0311871227364185,0.706365503080082,0.978844417123747,4,2,1,723,19,230,178,1912000,智慧科技迷,2,https://www.bilibili.com/video/BV1ZM4y1378E?from=search&seid=6075194328091201621,00:01:32,2021-09-08 08:27:55,25000,92,2022-01-09 14:08:02.086693,123
287,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/英国称要对中国采取平衡的态度.csv.csv,866,2600,865,865,745566,0.0034708779986383,0.0044588165149752,0.666409564211338,0.994900000715251,15,1,2,8596,95,979,8,6379,中国日报,1,https://www.bilibili.com/video/BV18i4y1G7YJ?from=search&seid=6075194328091201621,00:01:23,2020-06-16 09:49:05,154000,83,2022-01-09 14:08:02.086693,572
288,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/英国女王在气候峰会上视频致辞：没人会长生不老.csv.csv,1265,3783,1264,1264,1594401,0.0023659128433481,0.0035338407319617,0.682191055834877,0.996896465817514,14,1,1,28000,2786,1719,178,1912000,观察者网,1,https://www.bilibili.com/video/BV1n34y1o7j4?from=search&seid=6075194328091201621,00:01:28,2021-11-02 14:24:43,544000,88,2022-01-09 14:08:02.086693,67
289,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/英国前外交大臣发推怂恿民众到中国抗议“气候变化”，评论区“翻车”.csv.csv,2390,7188,2389,2389,5699768,0.0012589080706375,0.001768558742627,0.666852834403798,0.997605342434921,13,1,1,9622,313,2777,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1Wb411G76r?from=search&seid=6075194328091201621,00:00:48,2019-04-23 17:13:59,671000,48,2022-01-09 14:08:02.086693,991
290,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/英媒：中国或提前九年兑现对全球的承诺【VIDS短新闻】【唯创灵动】.csv.csv,188,556,187,187,34506,0.0158152235749232,0.0227229420731707,0.686238532110092,0.980229180599338,7,2,1,2301,14,308,42,7194000,VIDS短资讯,2,https://www.bilibili.com/video/BV1vt411u7D6?from=search&seid=6075194328091201621,00:00:40,2019-08-03 08:08:04,263000,40,2022-01-09 14:08:02.086693,890
291,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/英首相：对中国承诺不投资新的海外煤炭项目表示感谢.csv.csv,1063,3208,1062,1062,1124911,0.0028416892106163,0.0038819390712181,0.669161209853446,0.995695344268597,5,1,2,18000,167,1265,50,4435,观察者网,1,https://www.bilibili.com/video/BV1Er4y1C7rK?from=search&seid=6075194328091201621,00:01:14,2021-11-03 14:49:16,370000,74,2022-01-09 14:08:02.086693,66
292,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/英政府发布最新报告 英国视中国为系统性竞争对手.csv.csv,280,838,279,279,76933,0.0107270865335381,0.0129723450256543,0.687425149700599,0.984736597781979,1,1,1,2394,40,304,42,7194000,中国日报,1,https://www.bilibili.com/video/BV1wB4y1P7Vp?from=search&seid=6075194328091201621,00:01:09,2021-03-17 14:55:54,21000,69,2022-01-09 14:08:02.086693,297
293,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/迎面驶来的，是愤怒的荷兰拖拉机大军.csv.csv,2502,7539,2501,2501,6247443,0.0012047938618317,0.0015897374945173,0.664893617021277,0.997765702397413,13,1,1,22000,1632,3050,178,1912000,观察者网,1,https://www.bilibili.com/video/BV1wE411Q7f5?from=search&seid=6075194328091201621,00:01:43,2019-10-02 11:36:31,628000,103,2022-01-09 14:08:02.086693,830
294,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/有点眼熟？特朗普政府应对危机的五个套路揭秘.csv.csv,152,454,151,151,22334,0.0197804112931335,0.0244215938303342,0.666666666666667,0.974058641155238,1,1,1,3676,105,183,42,7194000,广东共青团,1,https://www.bilibili.com/video/BV1QA411b7Pn?from=search&seid=6075194328091201621,00:06:02,2020-04-29 11:45:19,27000,362,2022-01-09 14:08:02.086693,620
295,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/有什么资格！.csv.csv,488,1494,487,487,235203,0.0062863971454539,0.011420951075417,0.67696440564137,0.992580761050629,15,1,1,22000,122,661,0,1645000,江苏共青团,1,https://www.bilibili.com/video/BV1Xv4y1o7pJ?from=search&seid=6075194328091201621,00:01:18,2021-02-06 15:34:51,466000,78,2022-01-09 14:08:02.086693,336
296,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/与中方“坦诚”而无效的对话背后，是分裂的拜登团队【逸语道破】.csv.csv,604,1793,603,603,362200,0.0049229569591336,0.0081313055262761,0.683417085427136,0.993997370874978,11,1,1,44000,810,778,138,133000,观察者网,1,https://www.bilibili.com/video/BV1mb4y1b7gv?from=search&seid=6075194328091201621,00:13:15,2021-11-02 16:51:23,662000,795,2022-01-09 14:08:02.086693,67
297,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/约翰逊称和拜登会面如“一股清新空气”.csv.csv,1504,4480,1503,1503,2255813,0.0019818518990388,0.0026657784790354,0.676648044692737,0.99695495142729,16,1,1,24000,956,1688,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1Rf4y1b7oa?from=search&seid=6075194328091201621,00:00:59,2021-06-11 16:36:35,393000,59,2022-01-09 14:08:02.086693,211
298,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/约翰逊当议员面喊话：将与中国建立强大关系，“新冷战”完全错误.csv.csv,344,1019,343,343,116954,0.0086361787239812,0.0101921383810658,0.679764243614931,0.987699489098227,1,1,1,2517,40,364,42,7194000,北方国际观察,2,https://www.bilibili.com/video/BV1Fh411X7Yr?from=search&seid=6075194328091201621,00:01:20,2021-03-18 12:11:33,142000,80,2022-01-09 14:08:02.086693,297
299,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/云南野生大象的迁徙与中国气候变化.csv.csv,171,564,170,170,27633,0.0194014447884417,0.0378391242265588,0.679785330948122,0.981330417798288,9,2,1,2634,124,329,4,51000,草说木言,2,https://www.bilibili.com/video/BV1v5411T7DY?from=search&seid=6075194328091201621,00:03:07,2021-07-04 20:00:09,30000,187,2022-01-09 14:08:02.086693,188
300,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/真“瞌睡乔”? 拜登在联合国气候变化大会上打瞌睡.csv.csv,1491,4488,1490,1490,2216624,0.0020201747397134,0.0027345239187698,0.669640865491858,0.996664704571816,17,1,1,32000,1182,1742,0,235000,观察者网,1,https://www.bilibili.com/video/BV1i3411k7oq?from=search&seid=6075194328091201621,00:00:50,2021-11-02 10:10:53,498000,50,2022-01-09 14:08:02.086693,68
301,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/真美！奥地利一足球场草坪变森林 呼吁人类重视环保.csv.csv,485,1477,484,484,232789,0.0062920678197154,0.0082137462235649,0.662097326936258,0.991270383920577,1,2,1,1484,32,616,42,7194000,小央视频,1,https://www.bilibili.com/video/BV1qJ411K7dM?from=search&seid=6075194328091201621,00:01:18,2019-09-11 19:21:26,45000,78,2022-01-09 14:08:02.086693,850
302,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/植树造林，有讲究 | 我是科学家35期.csv.csv,109,338,108,108,11200,0.0287121984369691,0.0457851946940522,0.724550898203593,0.971146816832658,6,2,1,1738,110,227,12,2129000,复旦赵斌,2,https://www.bilibili.com/video/BV1NQ4y1y79W?from=search&seid=6075194328091201621,00:19:58,2021-09-15 20:00:15,67000,1198,2022-01-09 14:08:02.086693,115
303,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/中方发布揭露美国损害环境文件，外交部：来而不往非礼也.csv.csv,173,506,172,172,29079,0.0170049737867993,0.0260482497114909,0.682634730538922,0.984160481450473,5,1,1,4771,58,188,39,115000,央视网快看,1,https://www.bilibili.com/video/BV1ca4y1s761?from=search&seid=6075194328091201621,00:01:19,2020-10-19 19:09:17,58000,79,2022-01-09 14:08:02.086693,446
304,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/嘴瓢了…拜登与特鲁多首次会晤 将“美加关系”说成了“美中关系”.csv.csv,249,738,248,248,60995,0.0119510299261562,0.014300582847627,0.673942701227831,0.980967811865991,1,1,1,3126,119,263,16,1305000,环球时报,1,https://www.bilibili.com/video/BV1sr4y1N7jL?from=search&seid=6075194328091201621,00:00:31,2021-02-24 13:31:10,73000,31,2022-01-09 14:08:02.086693,319
305,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/最新研究发现每3个美国人碳排放量将杀死一个人.csv.csv,303,923,302,302,90251,0.0100867702664306,0.0157886110757016,0.690710382513661,0.987069252409373,6,2,1,3202,49,422,28,1387000,智慧科技迷,2,https://www.bilibili.com/video/BV1vg41177V5?from=search&seid=6075194328091201621,00:01:37,2021-08-04 09:10:40,26000,97,2022-01-09 14:08:02.086693,158
306,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/Apple 对气候变化的承诺。.csv.csv,270,822,269,269,71549,0.0113176373399422,0.0189797783349345,0.664188351920694,0.986559460403853,11,2,2,1671,345,446,8,6379,Apple资讯集,2,https://www.bilibili.com/video/BV1MT4y1j7rF?from=search&seid=6075194328091201621,00:01:36,2020-07-21 21:15:06,37000,96,2022-01-09 14:08:02.086693,536
307,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/BBC采访气候问题却问中国人权 美国学者：先谈谈美国侵犯人权的那些事吧.csv.csv,908,2751,907,907,820437,0.0033403921530533,0.0047861429765251,0.666423889293518,0.994823844742107,11,1,1,35000,526,1093,33,382000,观察者网,1,https://www.bilibili.com/video/BV1Ti4y1A7wN?from=search&seid=6075194328091201621,00:02:09,2021-04-16 20:47:03,393000,129,2022-01-09 14:08:02.086693,267
308,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/BBC又“翻车”！采访气候问题却问中国人权，美国学者教训主持人：你提问太奇怪，美国怎么总攻击别国！.csv.csv,1013,3050,1012,1012,1021802,0.0029751569517224,0.0043730959531577,0.671484888304862,0.995924860776543,10,1,1,34000,1160,1178,42,7194000,环球网,1,https://www.bilibili.com/video/BV19V411E7AX?from=search&seid=6075194328091201621,00:02:09,2021-04-16 17:21:05,640000,129,2022-01-09 14:08:02.086693,267
309,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/COP26气候协定达成前，印度出面改了一个词.csv.csv,631,1915,630,630,394531,0.0048172464971197,0.0076111454614356,0.678870292887029,0.995225115890813,9,1,1,19000,158,812,178,1912000,观察者网,1,https://www.bilibili.com/video/BV19g411P7KA?from=search&seid=6075194328091201621,00:01:31,2021-11-14 16:12:51,300000,91,2022-01-09 14:08:02.086693,55
310,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/COP26主席：煤电的终结就在眼前.csv.csv,291,882,290,290,83251,0.0104514752932812,0.0176240613946176,0.699205448354143,0.988100881677314,7,1,1,3895,77,376,42,7194000,中国日报,1,https://www.bilibili.com/video/BV1yu411o7BZ?from=search&seid=6075194328091201621,00:02:09,2021-11-05 11:30:09,46000,129,2022-01-09 14:08:02.086693,65
311,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/emmm……16岁瑞典环保少女成时代周刊年度风云人物.csv.csv,273,807,272,272,73173,0.0108678086619263,0.0141475545730865,0.68,0.98821283249325,2,1,1,977,63,411,393,191000,是牧羊女,2,https://www.bilibili.com/video/BV1dJ411k7kw?from=search&seid=6075194328091201621,00:00:54,2019-12-12 15:01:33,44000,54,2022-01-09 14:08:02.086693,758
312,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/G7出结论了，全面针对中国！默克尔选择“反华”，比拜登还坚决.csv.csv,306,908,305,305,92343,0.0097289188899603,0.0135833803346494,0.687292817679558,0.988539215612437,7,1,1,3179,89,364,2,105000,邱震海,2,https://www.bilibili.com/video/BV1564y1d7bc?from=search&seid=6075194328091201621,00:10:15,2021-06-13 17:14:21,270000,615,2022-01-09 14:08:02.086693,209
313,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/G7峰会场外抗议不断 示威者敦促分享疫苗、应对气候变化.csv.csv,357,1048,356,356,126000,0.0082459950272243,0.0110983501557082,0.678127984718243,0.989434085008663,5,1,1,21000,187,386,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1QV41147pi?from=search&seid=6075194328091201621,00:00:41,2021-06-12 10:10:49,349000,41,2022-01-09 14:08:02.086693,211
314,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/OPEN深圳海洋博物馆设计竞赛获奖方案：冰山与海.csv.csv,181,543,180,180,31762,0.0166666666666667,0.0245677888989991,0.707407407407407,0.983900908107647,2,2,2,2532,417,236,4,2837,OPEN建筑事务所,2,https://www.bilibili.com/video/BV1h54y187D3?from=search&seid=6075194328091201621,00:01:30,2021-03-19 18:23:03,63000,90,2022-01-09 14:08:02.086693,295
